,RXCUI,ATC
49561,1000726,D10AB02
49562,1000726,S01AB04
49563,1000726,D10AF06
49564,200345,C10AA01
49565,210093,B03AA07
49566,210093,B03AD03
49567,1193103,R06AE04
49568,1193103,C01CA06
49569,1193103,R01AA04
49570,1193103,R01AB01
49571,1193103,R01BA03
49572,1193103,S01FB01
49573,1193103,S01GA05
49574,992440,D04AA10
49575,992440,R06AD02
49576,1356906,R06AB01
49577,616018,L04AA24
49578,2000023,L01EL01
49579,1945202,A12CA01
49580,1945202,B05CB01
49581,1945202,B05XA03
49582,1740452,M03BC01
49583,1307309,L02BB04
49584,1243020,A10BH05
49585,1243020,A10BA02
49586,1243020,A10BD11
49587,997625,N01AB08
49588,1599165,D01AE12
49589,1599165,S01BC08
49590,860659,R05CA03
49591,860659,R05DA03
49592,34369,D07AC18
49593,211108,D08AG02
49594,211108,D09AA09
49595,211108,D11AC06
49596,211108,G01AX11
49597,211108,R02AA15
49598,211108,S01AX18
49599,207140,N07AA01
49600,207140,S01EB06
49601,797704,D10AE01
49602,731536,C01EB16
49603,731536,G02CC01
49604,731536,M01AE01
49605,731536,M02AA13
49606,731536,R02AX02
49607,1249629,C05AA06
49608,1249629,D07AB06
49609,1249629,D07XB04
49610,1249629,D10AA01
49611,1249629,S01BA07
49612,1249629,S01CB05
49613,578044,S01BC10
49614,800988,A12CC01
49615,800988,B05XA11
49616,800988,B05XA08
49617,800988,A12BA01
49618,800988,B05XA01
49619,800988,A12CA01
49620,800988,B05CB01
49621,800988,B05XA03
49622,636671,N07BA03
49623,252732,N05CH01
49624,214625,C07AA06
49625,214625,S01ED01
49626,214625,C03AA03
49627,1605253,G03AC03
49628,1605253,G03AD01
49629,313323,A11DA01
49630,1085773,A01AC01
49631,1085773,C05AA12
49632,1085773,D07AB09
49633,1085773,D07XB02
49634,1085773,H02AB08
49635,1085773,R01AD11
49636,1085773,R03BA06
49637,1085773,S01BA05
49638,616535,B05BC02
49639,616535,D02AE01
49640,210095,B03AA07
49641,210095,B03AD03
49642,664743,J05AE08
49643,860807,R01AC03
49644,860807,R06AX19
49645,860807,S01GX07
49646,1242817,D06BX02
49647,727657,C01EB18
49648,835560,G02CC02
49649,835560,M01AE02
49650,835560,M02AA12
49651,899441,N06BA11
49652,753601,A02BC01
49653,753601,B05CB04
49654,753601,B05XA02
49655,311452,V04CX04
49656,311452,A06AD16
49657,311452,B05BC01
49658,311452,B05CX04
49659,311452,R05CB16
49660,1728802,N02AA01
49661,884672,N01AX10
49662,725094,G03DA04
49663,5492,A01AC03
49664,5492,A07EA02
49665,5492,C05AA01
49666,5492,D07AA02
49667,5492,D07XA01
49668,5492,H02AB09
49669,5492,S01BA02
49670,5492,S01CB03
49671,5492,S02BA01
49672,1927682,J01MA23
49673,1102195,G01AD03
49674,1102195,S01XA15
49675,1102195,A11GA01
49676,1102195,A11HA05
49677,1102195,V04CX02
49678,1102195,B03BB01
49679,1102195,C04AC01
49680,1102195,C10AD02
49681,1102195,S01XA26
49682,1102195,A11HA04
49683,1102195,A11DA01
49684,1102195,B03BA01
49685,1102195,A11HA02
49686,1659263,B01AB01
49687,1659263,C05BA03
49688,1659263,S01XA14
49689,197658,G03CA03
49690,731348,L03AB10
49691,213472,A02BA03
49692,831193,C08DB01
49693,831193,C05AE03
49694,198152,M04AB01
49695,1007946,B03BA01
49696,1007946,G01AD03
49697,1007946,S01XA15
49698,1007946,A11GA01
49699,1007946,V04CX02
49700,1007946,B03BB01
49701,260054,D08AE04
49702,260054,D09AA06
49703,828379,C10AB05
49704,25033,J01DD08
49705,108828,L02BB03
49706,1043704,R01AA08
49707,1043704,R01AB02
49708,1043704,S01GA01
49709,1043704,R06AB05
49710,1043704,D04AA16
49711,1736470,B01AC16
49712,828692,N05CF02
49713,1483549,G03AC10
49714,1483549,G03CA03
49715,1595471,A09AA01
49716,1921009,L04AB04
49717,8076,N05AB03
49718,237836,A07BA01
49719,860223,G03AC05
49720,860223,G03DB02
49721,860223,L02AB01
49722,1007612,A12AA07
49723,1007612,B05XA07
49724,1007612,G04BA03
49725,1007612,A12BA01
49726,1007612,B05XA01
49727,1007612,A12CA01
49728,1007612,B05CB01
49729,1007612,B05XA03
49730,1925504,A10BK01
49731,1925504,A10BH03
49732,1925504,A10BD21
49733,688877,D01AE12
49734,688877,S01BC08
49735,1310525,L04AA31
49736,1807636,A12CA01
49737,1807636,B05CB01
49738,1807636,B05XA03
49739,2541,A02BA01
49740,248397,A12AA05
49741,1245262,G03XB01
49742,197696,N01AH01
49743,197696,N02AB03
49744,1052463,N02BE01
49745,1052463,D04AA32
49746,1052463,R06AA02
49747,861512,D07AD01
49748,308228,A09AA01
49749,1667670,N05AX15
49750,1099681,N03AG01
49751,830205,D10AF01
49752,830205,G01AA10
49753,830205,J01FF01
49754,308085,A02AB01
49755,308085,A02AA04
49756,308085,G04BX01
49757,312139,D01AC11
49758,312139,G01AF17
49759,1040055,R05DA09
49760,1040055,C01BA01
49761,1300016,D10AD04
49762,1300016,D10BA01
49763,848738,N05AX14
49764,218161,A02AA02
49765,218161,A06AD02
49766,218161,A12CC10
49767,1541084,A01AC03
49768,1541084,A07EA02
49769,1541084,C05AA01
49770,1541084,D07AA02
49771,1541084,D07XA01
49772,1541084,H02AB09
49773,1541084,S01BA02
49774,1541084,S01CB03
49775,1541084,S02BA01
49776,1541084,C05AD07
49777,1541084,D04AB07
49778,486146,C01DA02
49779,486146,C05AE01
49780,1041516,P03AX05
49781,247484,A01AC02
49782,247484,C05AA09
49783,247484,D07AB19
49784,247484,D07XB05
49785,247484,D10AA03
49786,247484,H02AB02
49787,247484,R01AD03
49788,247484,S01BA01
49789,247484,S01CB01
49790,247484,S02BA06
49791,247484,S03BA01
49792,153742,R03AC02
49793,153742,R03CC02
49794,206819,N05BA06
49795,198479,A01AD05
49796,198479,B01AC06
49797,198479,N02BA01
49798,198479,D11AX26
49799,198479,N06BC01
49800,847121,A11CC05
49801,847121,A12AA13
49802,1150296,M01AX25
49803,1114087,M05BA08
49804,208221,C05AD03
49805,208221,D04AB04
49806,208221,N01BA05
49807,208221,R02AD01
49808,1654927,B03XA02
49809,1012223,C01BB01
49810,1012223,C05AD01
49811,1012223,D04AB01
49812,1012223,N01BB02
49813,1012223,R02AD02
49814,1012223,S01HA07
49815,1012223,S02DA01
49816,1012223,A01AC03
49817,1012223,A07EA02
49818,1012223,C05AA01
49819,1012223,D07AA02
49820,1012223,D07XA01
49821,1012223,H02AB09
49822,1012223,S01BA02
49823,1012223,S01CB03
49824,1012223,S02BA01
49825,267257,J01CF01
49826,1293989,C05AD07
49827,1293989,D04AB07
49828,705909,A06AA01
49829,1000070,D04AX01
49830,1000070,N06AA12
49831,360177,L04AX02
49832,208561,C07AA06
49833,208561,S01ED01
49834,1101338,N03AX12
49835,1000405,G03AC01
49836,1000405,G03DC02
49837,577651,N05BA12
49838,993521,N06AX12
49839,1190750,A03BA01
49840,1190750,S01FA01
49841,1190750,V04CX07
49842,197942,H03BB02
49843,6765,G04BX16
49844,966183,H03AA01
49845,2229,C05AD03
49846,2229,D04AB04
49847,2229,N01BA05
49848,2229,R02AD01
49849,200147,V03AE07
49850,200147,V03AE04
49851,200147,A02AA01
49852,200147,A06AD01
49853,562007,H01AA02
49854,1599852,N04BA01
49855,1047881,A03BA03
49856,310621,R05CA03
49857,1046378,C01CA06
49858,1046378,R01AA04
49859,1046378,R01AB01
49860,1046378,R01BA03
49861,1046378,S01FB01
49862,1046378,S01GA05
49863,1046378,N02BE01
49864,210570,L01AA01
49865,198910,A12CB02
49866,979475,R03AB03
49867,979475,R03CB03
49868,310488,A10BB07
49869,647413,R05CA03
49870,991082,A03AA07
49871,351349,A01AC03
49872,351349,A07EA02
49873,351349,C05AA01
49874,351349,D07AA02
49875,351349,D07XA01
49876,351349,H02AB09
49877,351349,S01BA02
49878,351349,S01CB03
49879,351349,S02BA01
49880,404125,D10AE01
49881,1099689,N03AG01
49882,1010820,R06AA08
49883,1010820,R01BA02
49884,213432,C09CA07
49885,807797,G01AD03
49886,807797,S01XA15
49887,807797,A11GA01
49888,895996,D07AC17
49889,895996,R01AD08
49890,895996,R03BA05
49891,895996,R01AD12
49892,895996,R03BA09
49893,198892,G01AD03
49894,198892,S01XA15
49895,198892,A11GA01
49896,199355,C01EB09
49897,1601653,V03AX03
49898,1601653,J05AR15
49899,1601653,J05AE08
49900,1314680,A11HA31
49901,1314680,D03AX04
49902,1314680,V04CX02
49903,1314680,B03BB01
49904,1314680,A11HA01
49905,1314680,S01XA26
49906,1314680,A11HA04
49907,1314680,A11DA01
49908,1314680,B03BA01
49909,1314680,V03AB20
49910,1314680,B03AA02
49911,1314680,B03AD02
49912,1314680,B05XA18
49913,1314680,A12CB01
49914,1314680,A11HA02
49915,597392,J06BB07
49916,1372741,A10AB05
49917,1372741,A10AD05
49918,876425,J01MA01
49919,876425,S01AE01
49920,876425,S02AA16
49921,1422172,C01BB01
49922,1422172,C05AD01
49923,1422172,D04AB01
49924,1422172,N01BB02
49925,1422172,R02AD02
49926,1422172,S01HA07
49927,1422172,S02DA01
49928,1798280,C09DX05
49929,1798280,C07AB12
49930,1798280,C09CA03
49931,1012906,R06AA08
49932,477031,D01AE12
49933,477031,S01BC08
49934,10032,A14AA02
49935,1873752,A06AX07
49936,1807638,A12CA01
49937,1807638,B05CB01
49938,1807638,B05XA03
49939,865210,N04BD01
49940,311487,L01AA03
49941,1050490,N02AA05
49942,1050490,N02BE01
49943,1236277,A06AA01
49944,1431642,L04AB06
49945,905172,N06AA11
49946,220753,J01DD13
49947,202098,C01EB16
49948,202098,G02CC01
49949,202098,M01AE01
49950,202098,M02AA13
49951,202098,R02AX02
49952,898344,C08CA01
49953,898344,C09AA07
49954,1492675,N02BE01
49955,1492675,R05DA03
49956,1111103,A07AA12
49957,206798,A07EC02
49958,309309,J01MA02
49959,309309,S01AE03
49960,309309,S02AA15
49961,309309,S03AA07
49962,724590,A12CA01
49963,724590,B05CB01
49964,724590,B05XA03
49965,1736546,C07AB09
49966,1362132,S01BC10
49967,1923422,C07AA07
49968,1797840,R01AD13
49969,1797840,R03BA08
49970,1014130,A12CA01
49971,1014130,B05CB01
49972,1014130,B05XA03
49973,1090849,A12AA01
49974,1090849,A02AA01
49975,1090849,A06AD01
49976,1090849,A12BA01
49977,1090849,B05XA01
49978,431753,N06AX16
49979,236474,R06AX26
49980,753350,D06BB12
49981,1012733,N01BB03
49982,608897,C05AD03
49983,608897,D04AB04
49984,608897,N01BA05
49985,608897,R02AD01
49986,993770,N02BE01
49987,993770,R05DA04
49988,993770,N02AJ06
49989,205964,D10AF01
49990,205964,G01AA10
49991,205964,J01FF01
49992,849410,A11CC05
49993,1542922,A01AC03
49994,1542922,A07EA02
49995,1542922,C05AA01
49996,1542922,D07AA02
49997,1542922,D07XA01
49998,1542922,H02AB09
49999,1542922,S01BA02
50000,1542922,S01CB03
50001,1542922,S02BA01
50002,996740,N06DX01
50003,197958,C02AB01
50004,212233,N06AB06
50005,214792,A12BA01
50006,214792,B05XA01
50007,214792,A12CA01
50008,214792,B05CB01
50009,214792,B05XA03
50010,1743939,C01CA04
50011,1372733,C08CA01
50012,1372733,C03AA03
50013,1372733,C09CA03
50014,203644,C09AA03
50015,1819,N02AE01
50016,1819,N07BC01
50017,897667,C08DA01
50018,483446,N03AX16
50019,465377,R05CB01
50020,465377,S01XA08
50021,465377,V03AB23
50022,1791349,C08CA04
50023,827167,R06AB04
50024,827167,R05DA09
50025,827167,A03BB03
50026,827167,S01FA03
50027,1487143,A02BX02
50028,735651,B02BX05
50029,237165,C01AA05
50030,583170,N02BA06
50031,404531,N03AE01
50032,834350,C01BD01
50033,404083,V04CX02
50034,404083,B03BB01
50035,404083,B03AA02
50036,404083,B03AD02
50037,198238,M01AB02
50038,1094549,R06AA09
50039,1094549,R05DA09
50040,1094549,N02BE01
50041,259409,G03DA04
50042,1088253,L01EB02
50043,216344,A06AA02
50044,604271,V04CG30
50045,604271,D11AX26
50046,604271,N06BC01
50047,543018,A09AB04
50048,543018,B05CB02
50049,689841,A09AB04
50050,689841,A12BA02
50051,689841,B05CB02
50052,1300799,G04BD12
50053,730513,C09AA05
50054,1359123,G03AC01
50055,1359123,G03DC02
50056,1359123,G03CA03
50057,1723868,A01AB03
50058,1723868,B05CA02
50059,1723868,D08AC02
50060,1723868,D09AA12
50061,1723868,R02AA05
50062,1723868,S01AX09
50063,1723868,S02AA09
50064,1723868,S03AA04
50065,104849,N06AB03
50066,701858,D10AX05
50067,701858,J04BA02
50068,1047001,A03BA01
50069,1047001,S01FA01
50070,1047001,A03BA03
50071,1047001,A04AD01
50072,1047001,N05CM05
50073,1047001,S01FA02
50074,1047001,N03AA02
50075,1423702,R05DA09
50076,1423702,C01CA06
50077,1423702,R01AA04
50078,1423702,R01AB01
50079,1423702,R01BA03
50080,1423702,S01FB01
50081,1423702,S01GA05
50082,1423702,R06AB01
50083,1986885,A04AD14
50084,197985,D10AF07
50085,197985,A01AB23
50086,197985,J01AA08
50087,1801140,A01AB22
50088,1801140,J01AA02
50089,1049703,N02AA05
50090,1049703,N02BE01
50091,966170,H03AA01
50092,706549,D01AE13
50093,706549,D11AC
50094,896193,R03AC12
50095,896193,D07AC17
50096,896193,R01AD08
50097,896193,R03BA05
50098,896193,R03AK06
50099,209247,A10BF01
50100,11065,A05AA02
50101,311960,C04AC01
50102,311960,C10AD02
50103,797058,A02BC01
50104,1657173,N02CC01
50105,562828,G03GA01
50106,1747572,L01XX52
50107,833213,A02BC06
50108,309086,J01DD14
50109,104385,C09AA05
50110,352201,C09CA08
50111,667904,D01AE12
50112,667904,S01BC08
50113,667904,D11AC
50114,1191310,C05AA10
50115,1191310,D07AC04
50116,1191310,S01BA15
50117,1191310,S02BA08
50118,60223,D10AD03
50119,1191212,V03AB15
50120,1191212,A06AH04
50121,197519,D10AF01
50122,197519,G01AA10
50123,197519,J01FF01
50124,848722,N05AX14
50125,1359092,C01EB16
50126,1359092,G02CC01
50127,1359092,M01AE01
50128,1359092,M02AA13
50129,1359092,R02AX02
50130,897755,N02AA03
50131,198760,C04AC01
50132,198760,C10AD02
50133,352951,L04AD01
50134,352951,S01XA18
50135,311246,A09AA04
50136,404466,A04AD12
50137,1086463,R06AB04
50138,1086463,C01CA06
50139,1086463,R01AA04
50140,1086463,R01AB01
50141,1086463,R01BA03
50142,1086463,S01FB01
50143,1086463,S01GA05
50144,762873,H01AC01
50145,1928689,L04AC16
50146,1602118,A10BH05
50147,1602118,A10BK03
50148,1602118,A10BD19
50149,216891,L04AB01
50150,220826,R05DA03
50151,220826,C01EB16
50152,220826,G02CC01
50153,220826,M01AE01
50154,220826,M02AA13
50155,220826,R02AX02
50156,1670317,S01AD02
50157,808520,D08AX05
50158,404416,C01CA06
50159,404416,R01AA04
50160,404416,R01AB01
50161,404416,R01BA03
50162,404416,S01FB01
50163,404416,S01GA05
50164,404416,D04AA02
50165,404416,R06AC01
50166,1716077,N02AE01
50167,1716077,N07BC01
50168,313092,A06AD18
50169,313092,A06AG07
50170,313092,B05CX02
50171,313092,V04CC01
50172,1146214,A12CA01
50173,1146214,B05CB01
50174,1146214,B05XA03
50175,1094170,G04BX06
50176,208416,J01EC01
50177,208416,J01EA01
50178,208416,J01EE01
50179,314200,A02BC02
50180,1721460,J01CF06
50181,860998,A10BA02
50182,1373745,J05AG01
50183,808921,J01XX01
50184,861366,B01AX05
50185,1435853,A03AX10
50186,1435853,N02BE01
50187,1435853,D11AX26
50188,1435853,N06BC01
50189,1666545,A01AB22
50190,1666545,J01AA02
50191,352362,N02AX02
50192,352362,N02BE01
50193,352362,N02AJ13
50194,30125,N06BA07
50195,1734680,C01CA26
50196,1734680,R01AA03
50197,1734680,R01AB05
50198,1734680,R03CA02
50199,1734680,S01FB02
50200,616551,A11CC05
50201,616551,A12AA13
50202,997222,N06DA02
50203,806297,N05AX08
50204,238754,A01AC03
50205,238754,A07EA02
50206,238754,C05AA01
50207,238754,D07AA02
50208,238754,D07XA01
50209,238754,H02AB09
50210,238754,S01BA02
50211,238754,S01CB03
50212,238754,S02BA01
50213,142433,L01DB01
50214,544837,A01AB22
50215,544837,J01AA02
50216,404669,N05AH02
50217,311198,C01DA14
50218,828359,M03BX08
50219,1923049,H03AA01
50220,308744,A11HA05
50221,253198,A10BG02
50222,669025,C05AD03
50223,669025,D04AB04
50224,669025,N01BA05
50225,669025,R02AD01
50226,967388,A01AB04
50227,967388,A07AA07
50228,967388,G01AA03
50229,967388,J02AA01
50230,730778,A16AA02
50231,105735,A12AA05
50232,106309,D10AE01
50233,282386,L01EA01
50234,1110806,A01AC01
50235,1110806,C05AA12
50236,1110806,D07AB09
50237,1110806,D07XB02
50238,1110806,H02AB08
50239,1110806,R01AD11
50240,1110806,R03BA06
50241,1110806,S01BA05
50242,1049176,R02AA09
50243,1049176,D04AA32
50244,1049176,R06AA02
50245,1049176,D08AJ08
50246,1049176,A16AX05
50247,1945040,R03BB07
50248,1945040,D07AC17
50249,1945040,R01AD08
50250,1945040,R03BA05
50251,1945040,R01AD12
50252,1945040,R03BA09
50253,7984,J01CE02
50254,806298,N05AX08
50255,1087299,G01AD03
50256,1087299,S01XA15
50257,1087299,A11GA01
50258,1087299,B03AA02
50259,1087299,B03AD02
50260,1087299,V04CX02
50261,1087299,B03BB01
50262,1087299,C04AC01
50263,1087299,C10AD02
50264,854252,B01AB05
50265,968807,L01BC01
50266,884530,N06BA02
50267,866482,C03AA03
50268,866482,C07AB02
50269,1245026,A12CA01
50270,1245026,B05CB01
50271,1245026,B05XA03
50272,834769,R05DA04
50273,834769,D04AA32
50274,834769,R06AA02
50275,834769,C01CA06
50276,834769,R01AA04
50277,834769,R01AB01
50278,834769,R01BA03
50279,834769,S01FB01
50280,834769,S01GA05
50281,1373473,A10BK02
50282,142432,C02AC01
50283,142432,N02CX02
50284,142432,S01EA04
50285,618333,R06AB04
50286,618333,C01CA06
50287,618333,R01AA04
50288,618333,R01AB01
50289,618333,R01BA03
50290,618333,S01FB01
50291,618333,S01GA05
50292,618333,D04AA02
50293,618333,R06AC01
50294,892271,H03AA01
50295,1308438,R05DA04
50296,1308438,R06AB01
50297,197531,A01AB18
50298,197531,D01AC01
50299,197531,G01AF02
50300,211604,D11AX11
50301,1790242,C08CA16
50302,114527,L01CA04
50303,746741,N04BC05
50304,313043,A01AA01
50305,313043,A12CD01
50306,208511,D10AE01
50307,1860240,A12BA01
50308,1860240,B05XA01
50309,966770,M03AC04
50310,855178,G04BD07
50311,308900,A02AC01
50312,308900,A12AA04
50313,308900,A02AA01
50314,308900,A06AD01
50315,310294,N01AH01
50316,310294,N02AB03
50317,1716073,N02AE01
50318,1716073,N07BC01
50319,865129,N05AB02
50320,1150129,R05DA09
50321,1150129,R05CA03
50322,1043030,J01DD08
50323,199212,M03AC11
50324,809341,A09AA01
50325,309888,C01AA05
50326,1811003,A10BK02
50327,1811003,A10BA02
50328,1811003,A10BD16
50329,1148395,A01AB17
50330,1148395,D06BX01
50331,1148395,G01AF01
50332,1148395,J01XD01
50333,1148395,P01AB01
50334,310028,A01AB22
50335,310028,J01AA02
50336,1791697,N05AX17
50337,1424,N04AC01
50338,1232716,R01AA06
50339,1232716,R01AB03
50340,1232716,S01GA02
50341,198059,N05BA04
50342,209350,N06AA10
50343,206279,N05AH01
50344,236878,C09CA02
50345,1115447,L02AE02
50346,1245686,A06AA02
50347,284910,H03AA01
50348,630194,A01AA01
50349,630194,A12CD01
50350,855192,G04BD07
50351,1797521,L04AD01
50352,1797521,S01XA18
50353,1112220,R06AB04
50354,1112220,R05DA03
50355,1112220,R01BA02
50356,1661220,B02AB02
50357,858939,R05DA03
50358,858939,R05CA09
50359,606096,N02BE01
50360,606096,R05CA03
50361,209468,N02BE01
50362,209468,D11AX26
50363,209468,N06BC01
50364,209468,A01AD05
50365,209468,B01AC06
50366,209468,N02BA01
50367,755702,A07EA01
50368,755702,C05AA04
50369,755702,D07AA03
50370,755702,D07XA02
50371,755702,H02AB06
50372,755702,R01AD02
50373,755702,S01BA04
50374,755702,S01CB02
50375,755702,S02BA03
50376,755702,S03BA02
50377,1248015,A06AB06
50378,1248015,A06AA02
50379,311952,C04AC01
50380,311952,C10AD02
50381,198223,C03DA01
50382,35406,D10AD02
50383,35406,R01AX02
50384,35406,S01XA02
50385,35406,A11CA01
50386,1720258,V04CX02
50387,1720258,B03BB01
50388,1720258,A11CC05
50389,900937,C09XA02
50390,900937,C09CA03
50391,900937,C09DX02
50392,905369,N05BA02
50393,815866,D04AA32
50394,815866,R06AA02
50395,815866,R05CA03
50396,1101840,C05BB05
50397,1101840,D08AE03
50398,1101840,N01BX03
50399,1101840,R02AA19
50400,1368417,A10BH04
50401,1368417,A10BG03
50402,1368417,A10BD09
50403,1657705,L01XC08
50404,1428828,D10AD02
50405,1428828,R01AX02
50406,1428828,S01XA02
50407,1428828,A11CA01
50408,1428828,G01AD03
50409,1428828,S01XA15
50410,1428828,A11GA01
50411,1428828,A11HA03
50412,1428828,B03BA01
50413,1428828,V04CX02
50414,1428828,B03BB01
50415,1428828,C04AC01
50416,1428828,C10AD02
50417,1428828,S01XA26
50418,1428828,A11HA04
50419,1428828,A11DA01
50420,1428828,A11CC05
50421,1428828,A01AA01
50422,1428828,A12CD01
50423,261380,C05AD03
50424,261380,D04AB04
50425,261380,N01BA05
50426,261380,R02AD01
50427,847131,D10AE01
50428,1790638,D11AA01
50429,1790638,R03AC13
50430,312036,N06AA10
50431,582130,N01BX01
50432,206893,C01EB16
50433,206893,G02CC01
50434,206893,M01AE01
50435,206893,M02AA13
50436,206893,R02AX02
50437,32937,N06AB05
50438,6964,G03XB01
50439,977861,N06BA03
50440,1008100,A11HA03
50441,1008100,G01AD03
50442,1008100,S01XA15
50443,1008100,A11GA01
50444,800979,N06AX02
50445,800979,B05XB03
50446,800979,V03AB26
50447,800979,A12CA01
50448,800979,B05CB01
50449,800979,B05XA03
50450,1191185,C07AA23
50451,106336,H02CA03
50452,106336,D01AC08
50453,106336,G01AF11
50454,106336,J02AB02
50455,106336,D11AC
50456,210639,L01AA01
50457,617817,J02AX06
50458,1116320,G02CC02
50459,1116320,M01AE02
50460,1116320,M02AA12
50461,995276,N05BB01
50462,1595730,R05DA03
50463,705726,D10AD02
50464,705726,R01AX02
50465,705726,S01XA02
50466,705726,A11CA01
50467,705726,A11CC05
50468,904589,C07AA07
50469,352370,R06AB02
50470,352370,R01BA02
50471,829384,A12CC01
50472,829384,B05XA11
50473,997220,N06DA02
50474,857001,N02BE01
50475,857001,R05DA03
50476,18330,L01XX27
50477,998535,A01AB09
50478,998535,A07AC01
50479,998535,D01AC02
50480,998535,G01AF04
50481,998535,J02AB01
50482,998535,S02AA13
50483,253062,A12CC05
50484,1432114,D06AX05
50485,1432114,J01XX10
50486,1432114,R02AB04
50487,602800,A06AB06
50488,596723,C10AA06
50489,1251802,R06AB01
50490,1251802,C01CA06
50491,1251802,R01AA04
50492,1251802,R01AB01
50493,1251802,R01BA03
50494,1251802,S01FB01
50495,1251802,S01GA05
50496,1001409,A11CC01
50497,1001409,A02AC01
50498,1001409,A12AA04
50499,847257,A10AB01
50500,847257,A10AC01
50501,847257,A10AD01
50502,847257,A10AE01
50503,847257,A10AF01
50504,28727,N05BA02
50505,28727,N06AA09
50506,4508,L02BB01
50507,857725,R06AB04
50508,857725,R05DA03
50509,857725,C01CA06
50510,857725,R01AA04
50511,857725,R01AB01
50512,857725,R01BA03
50513,857725,S01FB01
50514,857725,S01GA05
50515,1300701,A08AA11
50516,211310,A01AD05
50517,211310,B01AC06
50518,211310,N02BA01
50519,211310,D11AX26
50520,211310,N06BC01
50521,211813,C05AD02
50522,211813,D04AB06
50523,211813,N01BA03
50524,211813,S01HA03
50525,1090500,R05DA09
50526,1090500,R01BA02
50527,1855385,P02CA01
50528,597718,J05AP01
50529,1150838,S01ED03
50530,1242613,D10AD04
50531,1242613,D10BA01
50532,1860494,R05DA03
50533,1743941,C01CA04
50534,1547708,D11AX25
50535,1547708,A01AB02
50536,1547708,D08AX01
50537,1547708,S02AA06
50538,1922474,N04BD03
50539,1040054,R05DA09
50540,1040054,C01BA01
50541,17611,D10AX01
50542,214769,C01CA06
50543,214769,R01AA04
50544,214769,R01AB01
50545,214769,R01BA03
50546,214769,S01FB01
50547,214769,S01GA05
50548,214769,D04AA10
50549,214769,R06AD02
50550,1669873,L01BC02
50551,466496,D10AB02
50552,466496,D01AE12
50553,466496,S01BC08
50554,1090937,B05CA01
50555,1090937,D08AJ03
50556,1090937,D09AA07
50557,1090937,R02AA06
50558,1090937,C05AD03
50559,1090937,D04AB04
50560,1090937,N01BA05
50561,1090937,R02AD01
50562,1426579,R05CA03
50563,1426579,R01BA02
50564,1718965,B02BD02
50565,1088866,G01AD03
50566,1088866,S01XA15
50567,1088866,A11GA01
50568,404640,A03BB03
50569,404640,S01FA03
50570,402429,J01MA15
50571,863632,G04BD04
50572,1796424,L01BA05
50573,204590,S02AA03
50574,1791560,N02AA05
50575,1291096,A01AC03
50576,1291096,A07EA02
50577,1291096,C05AA01
50578,1291096,D07AA02
50579,1291096,D07XA01
50580,1291096,H02AB09
50581,1291096,S01BA02
50582,1291096,S01CB03
50583,1291096,S02BA01
50584,905174,N06AA11
50585,858726,D08AX05
50586,858726,A01AB03
50587,858726,B05CA02
50588,858726,D08AC02
50589,858726,D09AA12
50590,858726,R02AA05
50591,858726,S01AX09
50592,858726,S02AA09
50593,858726,S03AA04
50594,461016,N05CF04
50595,800192,B05CX03
50596,800192,B05XB03
50597,800192,V03AB26
50598,800192,N06AX02
50599,134527,J05AE04
50600,1299249,C01BG01
50601,966914,A06AD13
50602,966914,A12CA02
50603,966914,B05CB04
50604,966914,B05XA02
50605,966914,A12BA01
50606,966914,B05XA01
50607,966914,A12CA01
50608,966914,B05CB01
50609,966914,B05XA03
50610,476316,N06BX12
50611,8887,R03AC02
50612,8887,R03CC02
50613,245473,G01AD03
50614,245473,S01XA15
50615,245473,A11GA01
50616,1114135,A09AA01
50617,1007130,N02BE01
50618,1007130,R06AB06
50619,1007130,C01CA06
50620,1007130,R01AA04
50621,1007130,R01AB01
50622,1007130,R01BA03
50623,1007130,S01FB01
50624,1007130,S01GA05
50625,1111703,R05CA02
50626,1111703,S01XA04
50627,1111703,V03AB21
50628,153591,A10BB12
50629,211772,A01AC03
50630,211772,A07EA02
50631,211772,C05AA01
50632,211772,D07AA02
50633,211772,D07XA01
50634,211772,H02AB09
50635,211772,S01BA02
50636,211772,S01CB03
50637,211772,S02BA01
50638,211772,G01AC01
50639,201882,J01XE01
50640,1484923,N02CC01
50641,1049909,D04AA32
50642,1049909,R06AA02
50643,201370,C09AA01
50644,861228,N06BA01
50645,861228,N06BA02
50646,730794,M03BA02
50647,351312,G01AD01
50648,884308,A07AA02
50649,884308,D01AA01
50650,884308,G01AA01
50651,904429,G01AD01
50652,206617,D11AX11
50653,762875,H01AC01
50654,827176,R06AE05
50655,864666,A02AC01
50656,864666,A12AA04
50657,864666,A11CC05
50658,240755,A12AA13
50659,310472,D06AX07
50660,310472,J01GB03
50661,310472,S01AA11
50662,310472,S02AA14
50663,310472,S03AA06
50664,977863,C08CA16
50665,310189,G03CA03
50666,1046235,M01AX25
50667,1046235,M01AX05
50668,466566,N02BE01
50669,466566,R05DA09
50670,466566,D04AA32
50671,466566,R06AA02
50672,466566,R01BA02
50673,353107,J01DH03
50674,692796,V03AN03
50675,692796,V03AN01
50676,203854,L02AE02
50677,861385,J02AX05
50678,217837,A12BA01
50679,217837,B05XA01
50680,204702,N05BC01
50681,204702,G03CA57
50682,880433,C08CA05
50683,904549,M05BA01
50684,1722349,M01AC06
50685,849418,B05CX01
